_uid_,id,longitude,latitude,initialdate,days,year,month,air_level_1000,air_level_975,air_level_950,air_level_925,air_level_900,air_level_875,air_level_850,air_level_825,air_level_800,air_level_775,air_level_750,air_level_725,air_level_700,air_level_650,air_level_600,air_level_550,air_level_500,air_level_450,air_level_400,air_level_350,air_level_300,air_level_275,air_level_250,air_level_225,air_level_200,air_level_175,air_level_150,air_level_125,air_level_100,hgt_level_1000,hgt_level_975,hgt_level_950,hgt_level_925,hgt_level_900,hgt_level_875,hgt_level_850,hgt_level_825,hgt_level_800,hgt_level_775,hgt_level_750,hgt_level_725,hgt_level_700,hgt_level_650,hgt_level_600,hgt_level_550,hgt_level_500,hgt_level_450,hgt_level_400,hgt_level_350,hgt_level_300,hgt_level_275,hgt_level_250,hgt_level_225,hgt_level_200,hgt_level_175,hgt_level_150,hgt_level_125,hgt_level_100,omega_level_1000,omega_level_975,omega_level_950,omega_level_925,omega_level_900,omega_level_875,omega_level_850,omega_level_825,omega_level_800,omega_level_775,omega_level_750,omega_level_725,omega_level_700,omega_level_650,omega_level_600,omega_level_550,omega_level_500,omega_level_450,omega_level_400,omega_level_350,omega_level_300,omega_level_275,omega_level_250,omega_level_225,omega_level_200,omega_level_175,omega_level_150,omega_level_125,omega_level_100,tke_level_1000,tke_level_975,tke_level_950,tke_level_925,tke_level_900,tke_level_875,tke_level_850,tke_level_825,tke_level_800,tke_level_775,tke_level_750,tke_level_725,tke_level_700,tke_level_650,tke_level_600,uwnd_level_1000,uwnd_level_975,uwnd_level_950,uwnd_level_925,uwnd_level_900,uwnd_level_875,uwnd_level_850,uwnd_level_825,uwnd_level_800,uwnd_level_775,uwnd_level_750,uwnd_level_725,uwnd_level_700,uwnd_level_650,uwnd_level_600,uwnd_level_550,uwnd_level_500,uwnd_level_450,uwnd_level_400,uwnd_level_350,uwnd_level_300,uwnd_level_275,uwnd_level_250,uwnd_level_225,uwnd_level_200,uwnd_level_175,uwnd_level_150,uwnd_level_125,uwnd_level_100
837834.0,23107648.0,-1193160.0505990966,2841637.827647324,2020-03-11,7,2020,3,294.53814697265625,292.38214111328125,290.48211669921875,288.8755798339844,287.62835693359375,286.2691650390625,284.96685791015625,283.532470703125,282.01025390625,280.6363525390625,281.63397216796875,282.33111572265625,281.90643310546875,279.2254638671875,275.13494873046875,270.39080810546875,264.81317138671875,259.33819580078125,255.24575805664062,249.64610290527344,241.80262756347656,239.7532196044922,235.83956909179688,229.12744140625,222.61915588378906,218.2589111328125,210.7926483154297,202.7221221923828,198.8927001953125,135.53549194335938,355.56048583984375,578.8947143554688,806.58251953125,1039.151611328125,1276.778076171875,1521.05859375,1769.970458984375,2026.1396484375,2288.12158203125,2558.357177734375,2839.265625,3130.224365234375,3740.526611328125,4391.1591796875,5086.375,5833.9375,6642.390625,7529.90234375,8519.296875,9627.421875,10240.80859375,10905.44140625,11623.9921875,12402.15234375,13266.44921875,14234.24609375,15338.30859375,16645.5546875,-0.08617895841598511,-0.09867000579833984,-0.11800193786621094,-0.1262035369873047,-0.12607669830322266,-0.12574005126953125,-0.08697795867919922,-0.04275035858154297,-0.008319854736328125,-0.01522064208984375,-0.04883766174316406,-0.06381511688232422,-0.07318496704101562,-0.10416507720947266,-0.15595722198486328,-0.18952274322509766,-0.19189071655273438,-0.15075111389160156,-0.11426544189453125,-0.11542034149169922,-0.08461666107177734,-0.06107521057128906,-0.041411399841308594,-0.021368980407714844,-0.012994766235351562,-0.017477989196777344,-0.02386951446533203,-0.025110602378845215,-0.020012736320495605,0.6500000357627869,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.20000000298023224,0.20000000298023224,0.20910653471946716,0.19683513045310974,-5.7186126708984375,-5.7897796630859375,-5.80157470703125,-4.85284423828125,-2.3173980712890625,-0.821746826171875,-1.2263336181640625,0.5389404296875,4.3195953369140625,7.1470184326171875,5.68414306640625,3.7120208740234375,3.404815673828125,4.5300445556640625,6.991790771484375,9.20587158203125,9.465988159179688,11.282257080078125,16.391738891601562,25.740951538085938,32.86399841308594,34.87034606933594,36.826812744140625,35.09205627441406,32.01155090332031,26.771678924560547,23.831295013427734,20.90167236328125,12.191865921020508
837834.0,23107648.0,-1193160.0505990966,2841637.827647324,2020-03-13,7,2020,3,295.936767578125,294.30816650390625,292.74627685546875,290.989990234375,289.08428955078125,287.254638671875,285.90869140625,284.5902099609375,283.20416259765625,281.8748474121094,280.6019287109375,279.30902099609375,278.56610107421875,277.7386474609375,274.80413818359375,270.895751953125,265.16436767578125,260.21826171875,254.13986206054688,247.99378967285156,240.98255920410156,237.38233947753906,232.96923828125,227.60394287109375,221.8860626220703,214.14744567871094,205.9214630126953,200.37112426757812,199.8894805908203,126.69834899902344,348.8957824707031,574.047119140625,803.732421875,1037.456787109375,1276.5380859375,1521.726806640625,1772.2109375,2029.556396484375,2292.9111328125,2563.96728515625,2843.423583984375,3130.94873046875,3736.8291015625,4385.8525390625,5082.7421875,5831.390625,6643.29296875,7531.1953125,8513.94140625,9618.1640625,10227.62890625,10885.0234375,11596.08984375,12372.77734375,13225.89453125,14173.34375,15256.33984375,16558.22265625,-0.13746237754821777,-0.17078304290771484,-0.19748306274414062,-0.21679210662841797,-0.22361278533935547,-0.227264404296875,-0.24183273315429688,-0.2599802017211914,-0.28375720977783203,-0.300018310546875,-0.3062734603881836,-0.3056650161743164,-0.2948160171508789,-0.25284481048583984,-0.18877029418945312,-0.1271829605102539,-0.09929752349853516,-0.1242828369140625,-0.16996002197265625,-0.20377540588378906,-0.1605682373046875,-0.1456584930419922,-0.16982269287109375,-0.19993209838867188,-0.19623184204101562,-0.15354537963867188,-0.09785318374633789,-0.03952211141586304,0.014535248279571533,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.20000000298023224,0.20000000298023224,0.19309097528457642,0.1999157965183258,-4.772613525390625,-5.0733795166015625,-3.6828460693359375,-2.003326416015625,-0.7909698486328125,0.604949951171875,1.59405517578125,2.6831512451171875,3.7639617919921875,5.2530364990234375,7.1160430908203125,10.23016357421875,12.204498291015625,13.559524536132812,16.692352294921875,19.799346923828125,22.870864868164062,27.88165283203125,31.35040283203125,37.8543701171875,45.77540588378906,47.136749267578125,47.908660888671875,47.422882080078125,52.61378479003906,54.00114440917969,53.57289123535156,44.42815399169922,33.460147857666016
837834.0,23107648.0,-1193160.0505990966,2841637.827647324,2020-03-11,7,2020,3,294.53814697265625,292.38214111328125,290.48211669921875,288.8755798339844,287.62835693359375,286.2691650390625,284.96685791015625,283.532470703125,282.01025390625,280.6363525390625,281.63397216796875,282.33111572265625,281.90643310546875,279.2254638671875,275.13494873046875,270.39080810546875,264.81317138671875,259.33819580078125,255.24575805664062,249.64610290527344,241.80262756347656,239.7532196044922,235.83956909179688,229.12744140625,222.61915588378906,218.2589111328125,210.7926483154297,202.7221221923828,198.8927001953125,135.53549194335938,355.56048583984375,578.8947143554688,806.58251953125,1039.151611328125,1276.778076171875,1521.05859375,1769.970458984375,2026.1396484375,2288.12158203125,2558.357177734375,2839.265625,3130.224365234375,3740.526611328125,4391.1591796875,5086.375,5833.9375,6642.390625,7529.90234375,8519.296875,9627.421875,10240.80859375,10905.44140625,11623.9921875,12402.15234375,13266.44921875,14234.24609375,15338.30859375,16645.5546875,-0.08617895841598511,-0.09867000579833984,-0.11800193786621094,-0.1262035369873047,-0.12607669830322266,-0.12574005126953125,-0.08697795867919922,-0.04275035858154297,-0.008319854736328125,-0.01522064208984375,-0.04883766174316406,-0.06381511688232422,-0.07318496704101562,-0.10416507720947266,-0.15595722198486328,-0.18952274322509766,-0.19189071655273438,-0.15075111389160156,-0.11426544189453125,-0.11542034149169922,-0.08461666107177734,-0.06107521057128906,-0.041411399841308594,-0.021368980407714844,-0.012994766235351562,-0.017477989196777344,-0.02386951446533203,-0.025110602378845215,-0.020012736320495605,0.6500000357627869,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.20000000298023224,0.20000000298023224,0.20910653471946716,0.19683513045310974,-5.7186126708984375,-5.7897796630859375,-5.80157470703125,-4.85284423828125,-2.3173980712890625,-0.821746826171875,-1.2263336181640625,0.5389404296875,4.3195953369140625,7.1470184326171875,5.68414306640625,3.7120208740234375,3.404815673828125,4.5300445556640625,6.991790771484375,9.20587158203125,9.465988159179688,11.282257080078125,16.391738891601562,25.740951538085938,32.86399841308594,34.87034606933594,36.826812744140625,35.09205627441406,32.01155090332031,26.771678924560547,23.831295013427734,20.90167236328125,12.191865921020508
833822.0,23100594.0,-750878.7740225235,1462600.0732900645,2020-03-26,12,2020,3,297.19390869140625,295.20037841796875,293.512939453125,291.6218566894531,289.6009521484375,287.66357421875,286.3545837402344,285.89837646484375,285.31402587890625,284.51123046875,283.401123046875,281.9940185546875,280.5557556152344,277.2899169921875,274.3203125,271.7369689941406,267.55767822265625,262.9169921875,256.2832336425781,249.27455139160156,241.30677795410156,237.99530029296875,233.8085174560547,228.52964782714844,221.93328857421875,214.51321411132812,208.13279724121094,202.55027770996094,199.192138671875,119.21908569335938,341.5679016113281,568.24658203125,798.45947265625,1032.58642578125,1272.12109375,1517.6064453125,1768.668701171875,2027.96826171875,2293.417724609375,2567.185791015625,2848.920654296875,3138.78564453125,3746.643798828125,4393.740234375,5091.3984375,5844.5390625,6664.125,7560.32421875,8550.0390625,9657.11328125,10267.62109375,10926.95703125,11640.6953125,12418.89453125,13271.6015625,14225.4296875,15321.05859375,16630.6015625,-0.006678223609924316,-0.03414726257324219,-0.046456336975097656,-0.045195579528808594,-0.026900291442871094,-0.009202003479003906,-0.021533966064453125,-0.04094982147216797,-0.04218482971191406,-0.026450157165527344,-0.01918506622314453,-0.020721435546875,-0.03956413269042969,-0.0891885757446289,-0.030004501342773438,0.02809619903564453,0.0008516311645507812,-0.0006122589111328125,0.04396629333496094,0.013341903686523438,-0.025041580200195312,-0.019216954708099365,-0.033164799213409424,-0.04417884349822998,-0.02249729633331299,0.007039666175842285,0.018212497234344482,0.016804933547973633,0.015235364437103271,0.7250000238418579,0.550000011920929,0.675000011920929,0.375,0.375,0.25,0.25,0.25,0.25,0.20000000298023224,0.25,0.25,0.25,0.06485402584075928,0.19949445128440857,-10.642425537109375,-11.759536743164062,-13.7960205078125,-14.994384765625,-15.315567016601562,-15.479202270507812,-13.83453369140625,-11.929550170898438,-11.557754516601562,-11.034408569335938,-9.906524658203125,-8.493927001953125,-6.7204742431640625,-2.7772369384765625,-2.77813720703125,-4.896240234375,-5.07427978515625,-2.38446044921875,6.90069580078125,13.424270629882812,13.546356201171875,15.865753173828125,17.87005615234375,20.3583984375,25.259702682495117,30.513790130615234,34.815101623535156,34.69135284423828,28.053607940673828
833822.0,23100594.0,-750878.7740225235,1462600.0732900645,2020-03-06,12,2020,3,297.08465576171875,295.15032958984375,293.333740234375,291.46966552734375,289.40142822265625,287.53173828125,286.6145935058594,286.0908203125,285.1922607421875,284.2955322265625,283.3796081542969,282.0496826171875,280.5933837890625,278.51953125,276.9097900390625,274.35736083984375,269.7602233886719,264.28094482421875,258.99481201171875,252.25877380371094,244.63121032714844,240.85227966308594,235.67269897460938,229.53724670410156,223.51226806640625,216.84719848632812,209.86195373535156,201.83090209960938,196.39755249023438,109.20014953613281,331.3959655761719,557.3461303710938,787.8212890625,1022.26513671875,1261.65771484375,1507.075927734375,1757.970458984375,2017.26513671875,2283.018310546875,2556.364013671875,2838.65234375,3128.998046875,3737.577392578125,4389.1220703125,5093.51953125,5853.859375,6677.8828125,7581.0078125,8583.0078125,9704.375,10322.77734375,10988.46484375,11707.03515625,12488.98828125,13350.1171875,14313.18359375,15412.390625,16709.859375,0.05741804838180542,0.07180213928222656,0.07891464233398438,0.08377265930175781,0.0911264419555664,0.08796215057373047,0.08164024353027344,0.08180809020996094,0.09166908264160156,0.10777664184570312,0.12367534637451172,0.12583255767822266,0.1165456771850586,0.1031951904296875,0.13496112823486328,0.16423606872558594,0.18146896362304688,0.18085956573486328,0.13200855255126953,0.08420276641845703,0.016256332397460938,-0.0022287368774414062,0.01936054229736328,0.0587615966796875,0.07148170471191406,0.039287567138671875,0.015498697757720947,0.01674097776412964,0.011210858821868896,0.25,0.3499999940395355,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20549088716506958,0.1999996155500412,-6.231048583984375,-6.99029541015625,-7.617889404296875,-7.8131866455078125,-7.7303466796875,-6.9202117919921875,-5.103790283203125,-3.4371185302734375,-1.523406982421875,-0.403045654296875,-0.3282012939453125,-0.7747650146484375,-1.5924835205078125,-2.95611572265625,-0.8972320556640625,2.4858245849609375,7.9816131591796875,10.457046508789062,13.594619750976562,16.148962020874023,18.271942138671875,22.204130172729492,22.628707885742188,25.252079010009766,27.350536346435547,27.789371490478516,27.54754066467285,26.709171295166016,26.113025665283203
837838.0,23107652.0,-501633.0694238674,2643417.839597543,2020-03-04,0,2020,3,295.42926025390625,293.5425109863281,291.97430419921875,290.0966796875,288.45819091796875,287.2210388183594,286.24786376953125,284.95892333984375,283.6856689453125,282.53192138671875,281.2830810546875,279.832275390625,278.2236328125,274.6676025390625,271.31353759765625,268.90496826171875,267.1553955078125,261.118408203125,253.93482971191406,248.51162719726562,240.8843536376953,236.6584930419922,231.9724578857422,227.84767150878906,223.4142303466797,217.1818084716797,209.2387237548828,200.876220703125,197.6370391845703,164.6067352294922,386.50909423828125,610.6513671875,839.972900390625,1073.442626953125,1312.746826171875,1557.123779296875,1807.67138671875,2065.8388671875,2330.251220703125,2602.077392578125,2881.815673828125,3169.75537109375,3772.451904296875,4413.4892578125,5102.5,5853.48046875,6670.31640625,7558.09765625,8541.3046875,9647.046875,10255.62109375,10909.6953125,11619.5703125,12398.765625,13261.56640625,14224.6484375,15318.9609375,16614.8984375,-0.08395308256149292,-0.05874919891357422,-0.023500442504882812,0.015027046203613281,0.044798851013183594,0.07561397552490234,0.0796670913696289,0.06606292724609375,0.037941932678222656,0.0091552734375,-0.016554832458496094,-0.0352935791015625,-0.04486560821533203,-0.037909507751464844,-0.04343986511230469,-0.09175777435302734,-0.15726757049560547,-0.1375885009765625,-0.09565353393554688,-0.04298114776611328,0.01837444305419922,0.03969764709472656,0.042491912841796875,0.03899860382080078,0.044217586517333984,0.03450298309326172,0.014096379280090332,0.025112807750701904,0.02165508270263672,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.20000000298023224,0.20000000298023224,0.2094498574733734,0.20000000298023224,-8.4501953125,-9.465164184570312,-10.677520751953125,-10.978317260742188,-10.351837158203125,-8.712112426757812,-7.5393218994140625,-6.4743194580078125,-5.20269775390625,-3.6425018310546875,-2.09808349609375,-0.5786895751953125,0.7418365478515625,1.8848724365234375,5.20416259765625,7.1683502197265625,10.618484497070312,11.864791870117188,13.302444458007812,18.152618408203125,24.986801147460938,29.971633911132812,37.11820983886719,44.223243713378906,50.45109939575195,53.66993713378906,49.599220275878906,40.99706268310547,31.551021575927734
833822.0,23100594.0,-750878.7740225235,1462600.0732900645,2020-03-04,12,2020,3,297.69488525390625,295.8237609863281,294.05242919921875,292.2373046875,290.34881591796875,288.5179138183594,287.43536376953125,286.41204833984375,285.4356689453125,284.25067138671875,282.9862060546875,281.707275390625,280.3486328125,277.3707275390625,274.42291259765625,271.23309326171875,267.8897705078125,263.602783203125,258.887939453125,253.23037719726562,245.6812286376953,240.6272430419922,235.4412078857422,229.58204650878906,223.1642303466797,216.3536834716797,208.5512237548828,200.798095703125,198.2776641845703,116.60673522949219,339.50909423828125,566.1513671875,796.972900390625,1031.942626953125,1272.746826171875,1519.123779296875,1770.67138671875,2030.3388671875,2296.251220703125,2570.077392578125,2851.815673828125,3141.75537109375,3749.951904296875,4397.9892578125,5096.5,5850.48046875,6673.31640625,7575.59765625,8579.8046875,9708.046875,10327.62109375,10992.1953125,11710.0703125,12491.765625,13352.06640625,14310.6484375,15403.4609375,16700.8984375,0.03714066743850708,0.03109455108642578,0.019468307495117188,0.0033082962036132812,-0.017701148986816406,-0.006417274475097656,0.032792091369628906,0.05434417724609375,0.07309818267822266,0.0989990234375,0.1279764175415039,0.1561126708984375,0.16997814178466797,0.15740299224853516,0.11281013488769531,0.09574222564697266,0.05757617950439453,0.0264739990234375,-0.017528533935546875,-0.09376239776611328,-0.14178180694580078,-0.07358360290527344,0.003429412841796875,0.05462360382080078,0.040311336517333984,0.03059673309326172,0.04925262928009033,0.048550307750701904,0.03728008270263672,0.75,0.75,0.75,0.375,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.20000000298023224,0.20000000298023224,0.2094498574733734,0.20000000298023224,-10.8095703125,-12.840164184570312,-14.943145751953125,-16.853317260742188,-17.898712158203125,-17.337112426757812,-13.008071899414062,-7.7399444580078125,-4.49957275390625,-3.6581268310546875,-3.22308349609375,-2.6255645751953125,-1.3987884521484375,1.8692474365234375,5.23541259765625,7.1371002197265625,8.774734497070312,7.9116668701171875,6.2243194580078125,11.996368408203125,20.486801147460938,20.846633911132812,20.008834838867188,20.707618713378906,25.591724395751953,31.701187133789062,33.130470275878906,32.41893768310547,26.816646575927734
833196.0,23099419.0,-2199879.4534002966,1714200.7884463728,2020-03-22,0,2020,3,296.6068115234375,294.66839599609375,292.51739501953125,291.11077880859375,289.0244140625,286.9166259765625,285.14642333984375,285.4042663574219,285.59503173828125,285.3255615234375,284.47027587890625,283.723388671875,283.04315185546875,280.2762756347656,275.7745361328125,271.1712646484375,266.330810546875,261.3692626953125,256.27935791015625,249.21694946289062,241.06700134277344,236.1068115234375,231.28981018066406,226.78570556640625,221.4672393798828,214.41799926757812,208.33102416992188,202.38185119628906,198.2600555419922,133.33203125,356.59564208984375,581.5843505859375,811.416015625,1045.564208984375,1284.147216796875,1528.823974609375,1778.20068359375,2037.638671875,2303.9697265625,2578.407958984375,2861.8427734375,3153.502197265625,3767.704833984375,4420.21484375,5118.46875,5869.4375,6683.87890625,7578.015625,8567.12109375,9674.88671875,10282.828125,10934.93359375,11641.86328125,12415.9453125,13267.92578125,14221.91015625,15318.171875,16624.7265625,0.12647008895874023,0.1641979217529297,0.20050907135009766,0.22479248046875,0.25149059295654297,0.2617626190185547,0.2569589614868164,0.2621316909790039,0.2482318878173828,0.21714115142822266,0.18236446380615234,0.1665821075439453,0.16563129425048828,0.16984272003173828,0.14841365814208984,0.11212730407714844,0.06821632385253906,0.07236003875732422,0.1171579360961914,0.13954734802246094,0.14646053314208984,0.13886451721191406,0.1457958221435547,0.1545391082763672,0.15179139375686646,0.1415727734565735,0.10715728998184204,0.061988890171051025,0.02099454402923584,0.75,0.5,0.25,0.5,0.5,0.375,0.25,0.25,0.25,0.25,0.25,0.20000000298023224,0.20000000298023224,0.2729460299015045,0.19978275895118713,-9.422744750976562,-10.221420288085938,-11.025482177734375,-10.94061279296875,-10.2664794921875,-9.733184814453125,-8.413101196289062,-3.623382568359375,1.366851806640625,2.7126312255859375,2.7935333251953125,2.826751708984375,2.6795806884765625,3.233856201171875,5.5263519287109375,8.519607543945312,10.719757080078125,3.358001708984375,2.61279296875,9.407257080078125,17.284454345703125,23.259765625,27.5364990234375,32.080352783203125,34.21299743652344,32.508949279785156,28.12889862060547,23.424556732177734,18.147789001464844
833822.0,23100594.0,-750878.7740225235,1462600.0732900645,2020-03-17,12,2020,3,297.3985900878906,295.3279113769531,293.9608154296875,292.58978271484375,291.17236328125,289.6806640625,288.13641357421875,286.66162109375,287.1666259765625,288.0182189941406,285.6012878417969,283.6260986328125,281.80926513671875,278.42877197265625,275.2818908691406,271.69873046875,267.63330078125,262.66455078125,257.21533203125,250.85755920410156,242.426025390625,237.3758544921875,232.03746032714844,225.9885711669922,220.017822265625,212.8961181640625,207.3561553955078,202.36961364746094,199.21604919433594,111.42497253417969,334.0091552734375,559.704833984375,790.79345703125,1026.74609375,1268.08154296875,1515.063232421875,1767.0703125,2026.366943359375,2295.483154296875,2571.27392578125,2855.1064453125,3146.690673828125,3757.0361328125,4406.8134765625,5105.80078125,5859.953125,6679.54296875,7577.0078125,8572.7734375,9686.84375,10297.8359375,10953.3515625,11660.50390625,12430.671875,13276.140625,14224.3671875,15317.9140625,16627.515625,-0.07675415277481079,-0.08161091804504395,-0.09298515319824219,-0.10316753387451172,-0.08976364135742188,-0.050705909729003906,0.007681846618652344,0.07288455963134766,0.12575912475585938,0.1629800796508789,0.18088722229003906,0.18943405151367188,0.18880367279052734,0.17805957794189453,0.14785003662109375,0.1157541275024414,0.061308860778808594,-0.03544807434082031,-0.1164999008178711,-0.13706207275390625,-0.1244354248046875,-0.05776214599609375,-0.009074211120605469,-0.019256591796875,-0.028700828552246094,-0.01787489652633667,-0.014381706714630127,-0.010150909423828125,-0.0031210780143737793,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0.25,0.25,0.21194925904273987,0.1999698281288147,-7.4158172607421875,-7.9673309326171875,-10.80328369140625,-11.918319702148438,-11.507492065429688,-10.5101318359375,-7.6681671142578125,-5.065216064453125,-2.7138519287109375,-0.8951263427734375,-1.006591796875,-1.2339019775390625,-0.771484375,2.3751983642578125,3.11212158203125,3.2330474853515625,3.6276092529296875,3.7264251708984375,2.7482757568359375,0.5082244873046875,5.1912384033203125,8.468017578125,15.008026123046875,19.525680541992188,21.164276123046875,20.2078857421875,15.488180160522461,16.204879760742188,18.111936569213867
833824.0,23100597.0,-770037.4113977182,1440702.8947573812,2020-03-21,0,2020,3,297.295166015625,295.28839111328125,293.30767822265625,291.45684814453125,290.9736633300781,289.8775634765625,288.685302734375,287.3215637207031,285.92156982421875,284.95880126953125,284.20916748046875,283.2042541503906,282.022216796875,279.25970458984375,275.8116455078125,271.3258056640625,266.3079528808594,261.38946533203125,255.7353057861328,248.3649444580078,240.11781311035156,236.11155700683594,231.11387634277344,225.70343017578125,218.69924926757812,214.2501220703125,209.41387939453125,202.0623779296875,197.900146484375,132.95440673828125,355.7632141113281,581.4935302734375,811.804443359375,1046.992919921875,1287.76708984375,1535.04248046875,1787.61279296875,2048.196533203125,2314.364501953125,2588.705322265625,2871.370361328125,3162.77880859375,3774.55810546875,4426.2373046875,5125.15625,5876.88671875,6691.69921875,7584.9453125,8572.32421875,9675.109375,10281.83984375,10934.59375,11640.265625,12405.48046875,13251.90234375,14208.06640625,15308.2109375,16611.34375,0.019726991653442383,0.04591655731201172,0.07661151885986328,0.0999441146850586,0.109039306640625,0.1165008544921875,0.12648296356201172,0.12853622436523438,0.11296749114990234,0.10272502899169922,0.0901031494140625,0.07152366638183594,0.04909992218017578,0.00217437744140625,0.006659507751464844,0.06873893737792969,0.10903072357177734,0.0857686996459961,0.005138397216796875,-0.027939796447753906,-0.015207290649414062,-0.0028123855590820312,0.0053844451904296875,0.01993018388748169,0.020394325256347656,-0.021921396255493164,-0.056489765644073486,-0.0510098934173584,-0.039006173610687256,0.75,0.75,0.75,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0856671929359436,0.1998538076877594,-9.62982177734375,-10.368545532226562,-11.691146850585938,-11.986480712890625,-11.128997802734375,-10.103775024414062,-9.325576782226562,-8.593063354492188,-7.90802001953125,-7.066009521484375,-5.8166046142578125,-4.4325408935546875,-2.7900238037109375,0.759857177734375,3.1378173828125,3.6041259765625,2.7915802001953125,5.5554962158203125,10.945327758789062,11.401138305664062,12.631362915039062,15.27130126953125,22.204147338867188,25.027191162109375,25.58112144470215,23.050870895385742,19.78045082092285,21.21143341064453,24.45142936706543
