_uid_,id,longitude,latitude,initialdate,days,year,month,air_level_1000,air_level_975,air_level_950,air_level_925,air_level_900,air_level_875,air_level_850,air_level_825,air_level_800,air_level_775,air_level_750,air_level_725,air_level_700,air_level_650,air_level_600,air_level_550,air_level_500,air_level_450,air_level_400,air_level_350,air_level_300,air_level_275,air_level_250,air_level_225,air_level_200,air_level_175,air_level_150,air_level_125,air_level_100,hgt_level_1000,hgt_level_975,hgt_level_950,hgt_level_925,hgt_level_900,hgt_level_875,hgt_level_850,hgt_level_825,hgt_level_800,hgt_level_775,hgt_level_750,hgt_level_725,hgt_level_700,hgt_level_650,hgt_level_600,hgt_level_550,hgt_level_500,hgt_level_450,hgt_level_400,hgt_level_350,hgt_level_300,hgt_level_275,hgt_level_250,hgt_level_225,hgt_level_200,hgt_level_175,hgt_level_150,hgt_level_125,hgt_level_100,omega_level_1000,omega_level_975,omega_level_950,omega_level_925,omega_level_900,omega_level_875,omega_level_850,omega_level_825,omega_level_800,omega_level_775,omega_level_750,omega_level_725,omega_level_700,omega_level_650,omega_level_600,omega_level_550,omega_level_500,omega_level_450,omega_level_400,omega_level_350,omega_level_300,omega_level_275,omega_level_250,omega_level_225,omega_level_200,omega_level_175,omega_level_150,omega_level_125,omega_level_100,tke_level_1000,tke_level_975,tke_level_950,tke_level_925,tke_level_900,tke_level_875,tke_level_850,tke_level_825,tke_level_800,tke_level_775,tke_level_750,tke_level_725,tke_level_700,tke_level_650,tke_level_600,uwnd_level_1000,uwnd_level_975,uwnd_level_950,uwnd_level_925,uwnd_level_900,uwnd_level_875,uwnd_level_850,uwnd_level_825,uwnd_level_800,uwnd_level_775,uwnd_level_750,uwnd_level_725,uwnd_level_700,uwnd_level_650,uwnd_level_600,uwnd_level_550,uwnd_level_500,uwnd_level_450,uwnd_level_400,uwnd_level_350,uwnd_level_300,uwnd_level_275,uwnd_level_250,uwnd_level_225,uwnd_level_200,uwnd_level_175,uwnd_level_150,uwnd_level_125,uwnd_level_100
877998.0,19196181.0,-2081947.603998474,1654453.578920239,2016-11-01,13,2016,11,296.796875,294.8326416015625,292.9232482910156,291.6792297363281,290.641845703125,289.33251953125,288.1010437011719,286.982666015625,285.962646484375,285.02545166015625,284.1759033203125,283.4323425292969,282.8045654296875,281.56915283203125,278.413330078125,274.4134521484375,268.944580078125,262.8013916015625,257.107666015625,250.54135131835938,241.48471069335938,237.19654846191406,232.37338256835938,227.50265502929688,220.65257263183594,214.13682556152344,207.58526611328125,199.28106689453125,196.7333526611328,113.926513671875,336.0310363769531,561.5393676757812,791.520263671875,1026.79541015625,1267.673583984375,1514.817626953125,1767.65478515625,2027.695556640625,2294.25830078125,2569.09765625,2852.202880859375,3144.376220703125,3759.386474609375,4417.81396484375,5124.3984375,5883.640625,6705.19921875,7601.3515625,8596.51953125,9708.03515625,10317.49609375,10973.78515625,11683.33984375,12457.03515625,13307.05859375,14258.7421875,15346.1875,16632.40234375,0.03448772430419922,0.05034828186035156,0.07731914520263672,0.08582210540771484,0.06712627410888672,0.043297767639160156,0.01692676544189453,-0.016205787658691406,-0.05382537841796875,-0.06768321990966797,-0.06860733032226562,-0.05371665954589844,-0.035907745361328125,0.022029876708984375,0.045836448669433594,-0.055721282958984375,-0.1422891616821289,-0.08879470825195312,0.0446929931640625,0.10680580139160156,0.03862190246582031,-0.044953346252441406,-0.08034706115722656,-0.034195899963378906,0.05350780487060547,0.12065410614013672,0.10839080810546875,0.03964793682098389,0.012050509452819824,0.5,0.5,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2004098892211914,0.19940948486328125,-5.51806640625,-6.773529052734375,-8.230239868164062,-11.462722778320312,-11.798553466796875,-11.6259765625,-11.447372436523438,-11.256759643554688,-10.766189575195312,-9.5458984375,-7.64385986328125,-5.5012969970703125,-3.5037078857421875,-1.1630096435546875,-3.2249298095703125,-3.448272705078125,-2.404632568359375,0.9614410400390625,0.991058349609375,4.36102294921875,5.10858154296875,5.3372802734375,6.7378387451171875,3.701904296875,4.3737335205078125,11.237049102783203,16.28816795349121,15.756709098815918,7.737592697143555
929179.0,19303418.0,-1656267.043322445,2534499.0937309773,2016-11-01,2,2016,11,297.625,295.6763916015625,293.8294982910156,292.3511047363281,291.282470703125,289.52001953125,287.4135437011719,285.357666015625,283.572021484375,282.04107666015625,280.8009033203125,279.9635925292969,279.4608154296875,277.74102783203125,274.350830078125,269.5853271484375,265.241455078125,260.8013916015625,256.592041015625,250.72885131835938,241.73471069335938,237.66529846191406,233.07650756835938,227.25265502929688,219.98069763183594,212.01182556152344,206.44464111328125,200.71856689453125,199.4833526611328,142.926513671875,366.5310363769531,593.0393676757812,823.520263671875,1059.79541015625,1300.173583984375,1546.817626953125,1798.15478515625,2056.195556640625,2320.25830078125,2591.09765625,2870.702880859375,3158.876220703125,3765.886474609375,4413.81396484375,5109.3984375,5856.140625,6670.19921875,7562.8515625,8557.51953125,9671.03515625,10281.99609375,10939.28515625,11650.83984375,12422.53515625,13265.55859375,14210.2421875,15296.6875,16599.40234375,0.08526897430419922,0.15581703186035156,0.22966289520263672,0.27722835540771484,0.3210325241088867,0.31673526763916016,0.27864551544189453,0.2259817123413086,0.17664337158203125,0.14716053009033203,0.13451766967773438,0.14159584045410156,0.15549850463867188,0.15484237670898438,0.1161489486694336,0.09662246704101562,0.049117088317871094,-0.053638458251953125,-0.0529632568359375,0.07555580139160156,0.09721565246582031,0.029265403747558594,-0.03347206115722656,-0.042008399963378906,-0.008992195129394531,0.02690410614013672,0.03417205810546875,0.004491686820983887,0.0003317594528198242,0.4749999940395355,0.25,0.25,0.375,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2004098892211914,0.19940948486328125,-9.54931640625,-10.164154052734375,-11.089614868164062,-11.150222778320312,-10.439178466796875,-10.2666015625,-10.244247436523438,-10.069259643554688,-9.078689575195312,-7.6083984375,-6.44073486328125,-6.3606719970703125,-7.3630828857421875,-7.8505096435546875,-5.8655548095703125,-3.792022705078125,-1.060882568359375,1.8833160400390625,5.600433349609375,16.75164794921875,24.70233154296875,25.2747802734375,26.081588745117188,25.951904296875,25.045608520507812,25.627674102783203,26.21004295349121,20.147335052490234,7.221967697143555
878371.0,19196750.0,-1100668.8062915872,2647089.321555489,2016-11-01,4,2016,11,297.09375,295.1295166015625,293.4076232910156,291.6011047363281,290.048095703125,288.34814453125,286.5385437011719,284.810791015625,283.181396484375,281.54107666015625,280.3009033203125,279.9948425292969,279.6639404296875,277.83477783203125,274.069580078125,268.9759521484375,265.022705078125,260.5513916015625,255.57643127441406,250.44760131835938,241.46908569335938,236.63404846191406,232.70150756835938,226.79953002929688,219.46507263183594,212.57432556152344,206.71026611328125,201.10919189453125,200.4521026611328,152.426513671875,375.5310363769531,601.5393676757812,831.520263671875,1066.79541015625,1306.173583984375,1551.817626953125,1802.65478515625,2060.195556640625,2323.75830078125,2594.09765625,2873.202880859375,3161.876220703125,3768.886474609375,4416.81396484375,5110.3984375,5856.140625,6669.69921875,7560.8515625,8552.51953125,9666.03515625,10274.99609375,10929.78515625,11640.33984375,12410.03515625,13254.05859375,14200.7421875,15288.6875,16594.90234375,0.12433147430419922,0.19487953186035156,0.2804441452026367,0.36707210540771484,0.4225950241088867,0.42220401763916016,0.38802051544189453,0.3509817123413086,0.33679962158203125,0.35419178009033203,0.3845176696777344,0.40331459045410156,0.4054985046386719,0.3189048767089844,0.1903676986694336,0.06927871704101562,-0.029007911682128906,-0.17863845825195312,-0.2951507568359375,-0.21350669860839844,-0.023878097534179688,0.040984153747558594,0.05637168884277344,0.047835350036621094,0.006632804870605469,-0.01997089385986328,-0.00098419189453125,0.008397936820983887,0.015956759452819824,0.550000011920929,0.25,0.25,0.375,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2004098892211914,0.19940948486328125,-9.86181640625,-11.148529052734375,-12.620864868164062,-12.681472778320312,-11.267303466796875,-10.7666015625,-9.853622436523438,-8.475509643554688,-6.8755645751953125,-5.5771484375,-5.26885986328125,-6.8762969970703125,-8.363082885742188,-7.7255096435546875,-5.8811798095703125,-3.557647705078125,-0.060882568359375,2.8208160400390625,5.600433349609375,17.82977294921875,27.15545654296875,28.8372802734375,30.659713745117188,30.842529296875,29.248733520507812,28.549549102783203,28.21004295349121,20.381710052490234,5.503217697143555
877964.0,19196173.0,-2154291.4566121586,1854532.3220499428,2016-11-01,3,2016,11,297.515625,295.4107666015625,293.6419982910156,291.9448547363281,290.376220703125,289.53564453125,288.8979187011719,288.232666015625,286.915771484375,285.60357666015625,284.2384033203125,282.9792175292969,281.8670654296875,280.06915283203125,277.225830078125,273.0540771484375,268.053955078125,262.3482666015625,257.201416015625,250.79135131835938,242.25033569335938,237.38404846191406,232.21713256835938,226.67453002929688,220.38694763183594,213.60557556152344,207.11651611328125,199.20294189453125,198.2489776611328,116.426513671875,339.0310363769531,565.5393676757812,795.520263671875,1030.79541015625,1271.673583984375,1518.817626953125,1772.15478515625,2033.695556640625,2300.75830078125,2575.59765625,2858.202880859375,3149.876220703125,3761.886474609375,4417.31396484375,5120.3984375,5877.640625,6697.19921875,7592.8515625,8589.01953125,9703.53515625,10314.49609375,10970.28515625,11678.83984375,12450.53515625,13298.55859375,14248.2421875,15333.6875,16623.40234375,0.0032377243041992188,-0.012151718139648438,-0.008618354797363281,0.007697105407714844,0.02415752410888672,-0.0035772323608398438,-0.05729198455810547,-0.1021432876586914,-0.12413787841796875,-0.12627696990966797,-0.11938858032226562,-0.10840415954589844,-0.09840774536132812,-0.07562637329101562,-0.0830698013305664,-0.09869003295898438,-0.0758829116821289,0.008861541748046875,0.0681304931640625,0.10289955139160156,0.04643440246582031,0.005827903747558594,-0.025659561157226562,-0.053727149963378906,-0.08321094512939453,-0.05122089385986328,0.00682830810546875,0.03183543682098389,0.035488009452819824,0.75,0.75,1.0,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2004098892211914,0.19940948486328125,-5.79931640625,-6.679779052734375,-8.698989868164062,-10.931472778320312,-13.861053466796875,-13.7978515625,-11.525497436523438,-8.788009643554688,-6.6568145751953125,-5.6396484375,-5.20635986328125,-5.1419219970703125,-5.0662078857421875,-3.0067596435546875,-1.3186798095703125,-0.448272705078125,1.048492431640625,2.0083160400390625,2.881683349609375,4.40789794921875,6.63983154296875,7.1185302734375,7.4565887451171875,5.998779296875,7.0768585205078125,14.002674102783203,20.03816795349121,20.116085052490234,8.456342697143555
929119.0,19303266.0,-2110493.796093901,1692124.974503545,2016-11-01,1,2016,11,296.875,294.9107666015625,293.0794982910156,291.6011047363281,290.626220703125,289.33251953125,288.1166687011719,287.107666015625,286.134521484375,285.18170166015625,284.3009033203125,283.4635925292969,282.7264404296875,281.47540283203125,278.257080078125,274.1322021484375,268.772705078125,262.7388916015625,257.092041015625,250.49447631835938,241.68783569335938,237.38404846191406,232.21713256835938,227.26828002929688,220.37132263183594,214.13682556152344,207.39776611328125,199.32794189453125,197.0458526611328,114.426513671875,336.5310363769531,562.0393676757812,792.020263671875,1027.29541015625,1268.173583984375,1515.317626953125,1768.15478515625,2028.195556640625,2295.25830078125,2569.59765625,2853.202880859375,3145.376220703125,3760.386474609375,4418.31396484375,5124.3984375,5883.140625,6704.69921875,7600.3515625,8595.51953125,9707.53515625,10317.49609375,10973.78515625,11682.33984375,12455.03515625,13305.55859375,14256.7421875,15343.1875,16630.90234375,0.02667522430419922,0.04253578186035156,0.08122539520263672,0.10925960540771484,0.10618877410888672,0.08626651763916016,0.04817676544189453,-0.0005807876586914062,-0.05382537841796875,-0.07549571990966797,-0.08032608032226562,-0.06934165954589844,-0.051532745361328125,-0.001407623291015625,0.022398948669433594,-0.06353378295898438,-0.1344766616821289,-0.06926345825195312,0.0525054931640625,0.08727455139160156,-0.008253097534179688,-0.0683908462524414,-0.06862831115722656,-0.010758399963378906,0.06522655487060547,0.11284160614013672,0.10448455810546875,0.04355418682098389,0.015956759452819824,0.6000000238418579,0.75,0.75,0.375,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2004098892211914,0.19940948486328125,-5.47119140625,-7.054779052734375,-8.980239868164062,-12.415847778320312,-13.470428466796875,-12.9228515625,-12.181747436523438,-11.194259643554688,-9.828689575195312,-8.0458984375,-6.11260986328125,-4.3919219970703125,-3.0193328857421875,-0.9286346435546875,-2.1468048095703125,-3.135772705078125,-1.639007568359375,1.2583160400390625,1.459808349609375,4.14227294921875,5.85858154296875,5.5560302734375,6.5503387451171875,3.983154296875,5.3268585205078125,13.080799102783203,18.71004295349121,16.928585052490234,7.862592697143555
929116.0,19303263.0,-1994973.054433587,1686529.7502555223,2016-11-01,0,2016,11,296.875,294.9107666015625,293.0794982910156,291.6011047363281,290.626220703125,289.33251953125,288.1166687011719,287.107666015625,286.134521484375,285.18170166015625,284.3009033203125,283.4635925292969,282.7264404296875,281.47540283203125,278.257080078125,274.1322021484375,268.772705078125,262.7388916015625,257.092041015625,250.49447631835938,241.68783569335938,237.38404846191406,232.21713256835938,227.26828002929688,220.37132263183594,214.13682556152344,207.39776611328125,199.32794189453125,197.0458526611328,114.426513671875,336.5310363769531,562.0393676757812,792.020263671875,1027.29541015625,1268.173583984375,1515.317626953125,1768.15478515625,2028.195556640625,2295.25830078125,2569.59765625,2853.202880859375,3145.376220703125,3760.386474609375,4418.31396484375,5124.3984375,5883.140625,6704.69921875,7600.3515625,8595.51953125,9707.53515625,10317.49609375,10973.78515625,11682.33984375,12455.03515625,13305.55859375,14256.7421875,15343.1875,16630.90234375,0.02667522430419922,0.04253578186035156,0.08122539520263672,0.10925960540771484,0.10618877410888672,0.08626651763916016,0.04817676544189453,-0.0005807876586914062,-0.05382537841796875,-0.07549571990966797,-0.08032608032226562,-0.06934165954589844,-0.051532745361328125,-0.001407623291015625,0.022398948669433594,-0.06353378295898438,-0.1344766616821289,-0.06926345825195312,0.0525054931640625,0.08727455139160156,-0.008253097534179688,-0.0683908462524414,-0.06862831115722656,-0.010758399963378906,0.06522655487060547,0.11284160614013672,0.10448455810546875,0.04355418682098389,0.015956759452819824,0.6000000238418579,0.75,0.75,0.375,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2004098892211914,0.19940948486328125,-5.47119140625,-7.054779052734375,-8.980239868164062,-12.415847778320312,-13.470428466796875,-12.9228515625,-12.181747436523438,-11.194259643554688,-9.828689575195312,-8.0458984375,-6.11260986328125,-4.3919219970703125,-3.0193328857421875,-0.9286346435546875,-2.1468048095703125,-3.135772705078125,-1.639007568359375,1.2583160400390625,1.459808349609375,4.14227294921875,5.85858154296875,5.5560302734375,6.5503387451171875,3.983154296875,5.3268585205078125,13.080799102783203,18.71004295349121,16.928585052490234,7.862592697143555
929111.0,19303257.0,-2120770.570962773,1852575.03277184,2016-11-01,2,2016,11,297.515625,295.4107666015625,293.6419982910156,291.9448547363281,290.376220703125,289.53564453125,288.8979187011719,288.232666015625,286.915771484375,285.60357666015625,284.2384033203125,282.9792175292969,281.8670654296875,280.06915283203125,277.225830078125,273.0540771484375,268.053955078125,262.3482666015625,257.201416015625,250.79135131835938,242.25033569335938,237.38404846191406,232.21713256835938,226.67453002929688,220.38694763183594,213.60557556152344,207.11651611328125,199.20294189453125,198.2489776611328,116.426513671875,339.0310363769531,565.5393676757812,795.520263671875,1030.79541015625,1271.673583984375,1518.817626953125,1772.15478515625,2033.695556640625,2300.75830078125,2575.59765625,2858.202880859375,3149.876220703125,3761.886474609375,4417.31396484375,5120.3984375,5877.640625,6697.19921875,7592.8515625,8589.01953125,9703.53515625,10314.49609375,10970.28515625,11678.83984375,12450.53515625,13298.55859375,14248.2421875,15333.6875,16623.40234375,0.0032377243041992188,-0.012151718139648438,-0.008618354797363281,0.007697105407714844,0.02415752410888672,-0.0035772323608398438,-0.05729198455810547,-0.1021432876586914,-0.12413787841796875,-0.12627696990966797,-0.11938858032226562,-0.10840415954589844,-0.09840774536132812,-0.07562637329101562,-0.0830698013305664,-0.09869003295898438,-0.0758829116821289,0.008861541748046875,0.0681304931640625,0.10289955139160156,0.04643440246582031,0.005827903747558594,-0.025659561157226562,-0.053727149963378906,-0.08321094512939453,-0.05122089385986328,0.00682830810546875,0.03183543682098389,0.035488009452819824,0.75,0.75,1.0,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2004098892211914,0.19940948486328125,-5.79931640625,-6.679779052734375,-8.698989868164062,-10.931472778320312,-13.861053466796875,-13.7978515625,-11.525497436523438,-8.788009643554688,-6.6568145751953125,-5.6396484375,-5.20635986328125,-5.1419219970703125,-5.0662078857421875,-3.0067596435546875,-1.3186798095703125,-0.448272705078125,1.048492431640625,2.0083160400390625,2.881683349609375,4.40789794921875,6.63983154296875,7.1185302734375,7.4565887451171875,5.998779296875,7.0768585205078125,14.002674102783203,20.03816795349121,20.116085052490234,8.456342697143555
929191.0,19303432.0,-804712.6293185791,1566744.4246916482,2016-11-01,0,2016,11,296.6875,294.5357666015625,292.7357482910156,291.7417297363281,290.735595703125,289.42626953125,288.1322937011719,286.873291015625,285.697021484375,284.77545166015625,284.0352783203125,283.3854675292969,282.9295654296875,281.58477783203125,278.757080078125,275.0540771484375,269.428955078125,263.0045166015625,256.888916015625,250.58822631835938,241.75033569335938,236.54029846191406,232.29525756835938,228.42453002929688,221.60569763183594,214.15245056152344,208.00714111328125,199.21856689453125,195.8114776611328,112.426513671875,334.0310363769531,559.5393676757812,789.520263671875,1024.79541015625,1266.173583984375,1513.317626953125,1765.65478515625,2025.695556640625,2292.25830078125,2566.59765625,2849.702880859375,3141.876220703125,3757.886474609375,4416.31396484375,5123.3984375,5884.140625,6706.69921875,7602.3515625,8597.01953125,9709.03515625,10318.49609375,10972.78515625,11683.83984375,12461.53515625,13312.55859375,14265.2421875,15353.6875,16637.90234375,0.011050224304199219,0.06206703186035156,0.11247539520263672,0.10535335540771484,0.07493877410888672,0.047204017639160156,0.02864551544189453,0.022856712341308594,0.01648712158203125,0.006535530090332031,0.005611419677734375,0.016595840454101562,0.042217254638671875,0.10015487670898438,0.0888051986694336,-0.047908782958984375,-0.1344766616821289,-0.09270095825195312,0.0329742431640625,0.08727455139160156,0.04643440246582031,0.009734153747558594,-0.06862831115722656,-0.1006021499633789,-0.008992195129394531,0.08549785614013672,0.06932830810546875,0.0005854368209838867,-0.007480740547180176,0.9000000357627869,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2004098892211914,0.19940948486328125,-6.11181640625,-6.726654052734375,-7.7927398681640625,-9.650222778320312,-9.564178466796875,-9.4697265625,-9.556747436523438,-9.616134643554688,-9.688064575195312,-9.4521484375,-8.47198486328125,-6.7669219970703125,-4.7537078857421875,-2.2411346435546875,-3.9593048095703125,-4.307647705078125,-4.342132568359375,0.5083160400390625,0.397308349609375,3.90789794921875,4.21795654296875,4.9935302734375,6.0347137451171875,3.342529296875,4.0768585205078125,8.955799102783203,12.897542953491211,14.803584098815918,7.768842697143555
929357.0,19304025.0,-613196.7588611112,2347692.8145842864,2016-11-01,0,2016,11,298.328125,296.4420166015625,294.8294982910156,293.1792297363281,291.423095703125,289.62939453125,287.7416687011719,285.795166015625,283.962646484375,282.83795166015625,281.7696533203125,280.6042175292969,279.8045654296875,278.05352783203125,274.975830078125,270.9134521484375,265.491455078125,261.5982666015625,257.154541015625,250.71322631835938,242.79721069335938,238.25904846191406,233.06088256835938,227.04953002929688,220.21507263183594,213.21495056152344,206.86651611328125,199.81231689453125,198.4833526611328,130.426513671875,355.5310363769531,582.5393676757812,814.520263671875,1051.29541015625,1292.173583984375,1539.317626953125,1791.15478515625,2049.695556640625,2314.25830078125,2586.09765625,2866.202880859375,3155.376220703125,3762.886474609375,4412.31396484375,5110.3984375,5860.640625,6675.69921875,7571.3515625,8566.51953125,9681.53515625,10294.49609375,10952.78515625,11663.33984375,12435.03515625,13282.05859375,14229.7421875,15316.1875,16610.40234375,0.07745647430419922,0.06987953186035156,0.07341289520263672,0.09363460540771484,0.13353252410888672,0.19173526763916016,0.24348926544189453,0.2884817123413086,0.30554962158203125,0.27997303009033203,0.22826766967773438,0.19237709045410156,0.16721725463867188,0.12749862670898438,0.057555198669433594,0.034122467041015625,0.033492088317871094,0.047924041748046875,0.0525054931640625,0.04039955139160156,0.019090652465820312,0.037077903747558594,0.07199668884277344,0.0829916000366211,0.05350780487060547,0.02299785614013672,0.01464080810546875,0.012304186820983887,0.012050509452819824,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2004098892211914,0.19940948486328125,-8.64306640625,-10.476654052734375,-12.683364868164062,-12.884597778320312,-11.861053466796875,-10.5947265625,-10.291122436523438,-10.209884643554688,-9.891189575195312,-8.8115234375,-7.61260986328125,-7.0950469970703125,-7.1287078857421875,-6.1786346435546875,-5.1155548095703125,-3.479522705078125,-0.810882568359375,1.0239410400390625,3.928558349609375,10.95477294921875,16.79608154296875,19.4466552734375,21.519088745117188,22.998779296875,24.045608520507812,22.424549102783203,22.53816795349121,20.975460052490234,9.096967697143555
929172.0,19303411.0,-1659974.626674682,2746115.214551685,2016-11-01,0,2016,11,296.9375,294.9732666015625,293.2357482910156,291.3979797363281,289.860595703125,288.05126953125,286.0541687011719,284.295166015625,282.743896484375,281.32232666015625,280.3165283203125,280.4792175292969,279.7889404296875,278.05352783203125,273.897705078125,268.5228271484375,264.819580078125,260.4576416015625,254.76393127441406,249.72885131835938,241.79721069335938,236.13404846191406,231.34213256835938,226.33078002929688,219.09007263183594,213.24620056152344,207.58526611328125,201.45294189453125,200.8896026611328,157.926513671875,381.0310363769531,606.5393676757812,836.520263671875,1071.79541015625,1310.673583984375,1556.317626953125,1806.15478515625,2063.195556640625,2326.25830078125,2596.59765625,2876.202880859375,3164.876220703125,3772.386474609375,4420.31396484375,5113.3984375,5858.140625,6671.19921875,7560.8515625,8548.51953125,9662.03515625,10270.99609375,10922.78515625,11630.83984375,12398.03515625,13243.05859375,14194.2421875,15285.1875,16593.40234375,0.10089397430419922,0.17925453186035156,0.2726316452026367,0.36316585540771484,0.4421262741088867,0.5042352676391602,0.5520830154418945,0.5931692123413086,0.6219558715820312,0.647160530090332,0.6579551696777344,0.6376895904541016,0.5851860046386719,0.4204673767089844,0.2489614486694336,0.053653717041015625,-0.1071329116821289,-0.2567634582519531,-0.3928070068359375,-0.38538169860839844,-0.1996593475341797,-0.060578346252441406,0.05246543884277344,0.0751791000366211,0.04178905487060547,0.0034666061401367188,-0.01660919189453125,0.0005854368209838867,0.015956759452819824,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2004098892211914,0.2119094878435135,-10.39306640625,-11.742279052734375,-13.464614868164062,-13.243972778320312,-11.611053466796875,-11.0947265625,-10.197372436523438,-8.350509643554688,-6.3130645751953125,-5.1396484375,-5.65948486328125,-7.8450469970703125,-8.675582885742188,-7.6161346435546875,-5.4280548095703125,-3.526397705078125,0.095367431640625,2.9926910400390625,5.225433349609375,16.18914794921875,26.93670654296875,28.6029052734375,30.597213745117188,33.545654296875,32.13935852050781,29.440174102783203,26.44441795349121,19.194210052490234,4.159467697143555
